City,St,Church,Pastor,Stat Year,Comm,Non Comm,Total,Prof Child,Prof Adult,Trans Letter,Reaffir-mation,Re-stored,Total,Death,Trans,Rem'v fr Roll,Discipl,Total,,Adult Bapt,Infant Bapt,Ruling Elders,Deacons,Family Units,Sunday School Attend,Small Group Attend,Est Morn Attend,Grades *Included,Total Enrollment,Tithes & Offerings,"Special
Causes",Building Fund Offering,Other Contrib,Total Contrib,Other Income,Total Church Income,,Admini-stration,Disciple-ship Min.,Mission to N. America,Mission to the World,Covenant College,Covenant Seminary,"Ridge
Haven",Reformed University Ministries,PCA Office Building,Other,Total,Presbytery Operation,Christian Education,Home Missions,"Internat'l
Missions",Other Pres-bytery Min,Total,,Local Ministries,Mercy Ministires,"PCA Internat'l
Missions",PCA Home Mission,Non-PCA Mission,PCA Schools,Non-PCA Schools,Total,TOTAL Benevolent Disbursements,Current Expenses,Building Fund,GRAND TOTAL: All Disbursements,"Benevol/
Grand Total",Per Capita Giving
Aiken,SC,Grace Presbyterian Church,Trent Still,2024,9,13,22,4,5,,,,9,,,,,0,,,,2,1,25,20,10,65,,,"$142,303 ","$9,465 ",,,"$151,768 ",,"$151,768 ",,,,"$1,260 ",,,,,,,,"$1,260 ",,,,,,"$1,200 ",,"$14,085 ","$2,697 ","$5,348 ",,"$6,073 ","$3,450 ",,"$31,653 ","$34,113 ","$37,524 ",,"$71,637 ",48%,"$16,863"
Lexington,VA,Grace Presbyterian Church,Justin Clement,2024,214,62,276,8,6,11,13,0,38,3,3,1,0,7,,8,9,9,6,167,140,114,370,,,"$723,966 ",,$375 ,,"$724,341 ",$120 ,"$724,461 ",,,,,"$13,425 ",,,,"$15,436 ",,,"$28,861 ",,,,,,"$11,379 ",,,,"$1,611 ",,"$31,153 ",,,"$32,764 ","$73,004 ","$532,879 ",$0 ,"$605,883 ",12%,"$3,385"
Conway,SC,Grace Presbyterian Church,Kyle Brent,2009,45,10,55,0,0,0,0,0,0,0,1,0,0,1,,0,2,4,2,23,22,,45,,,"$141,933 ",$250 ,$0 ,$0 ,"$142,183 ","$5,683 ","$147,866 ",,$0 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$875 ,$0 ,"$8,504 ","$8,650 ","$7,875 ",$0 ,"$5,400 ","$31,304 ","$31,304 ","$93,778 ",$0 ,"$125,082 ",25%,"$3,160"
Shreveport,LA,Grace Presbyterian Church,Quinn Hill,2022,134,45,179,2,0,5,0,0,7,0,4,2,1,7,,0,4,3,5,46,40,15,125,,,"$263,924 ",$500 ,"$1,528 ",,"$265,952 ",,"$265,952 ",,$100 ,,,,,,,"$2,400 ",,,"$2,500 ","$1,200 ",,,,,"$1,200 ",,"$2,000 ","$1,500 ","$8,500 ",,,,,"$12,000 ","$15,700 ","$213,876 ",,"$229,576 ",7%,"$1,985"
Grenada,MS,Grace Presbyterian Church,,2022,53,,53,,,,,,0,,,,,0,,,,,,25,,,,,,"$86,806 ",,,,"$86,806 ",,"$86,806 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$3,368 ",,,,,,"$3,368 ","$3,368 ",,,"$3,368 ",100%,"$1,638"
McAllen,TX,Grace Presbyterian Church,Thomas V. McKeon Jr.,2024,54,12,66,4,6,1,0,0,11,0,0,4,0,4,,0,1,3,1,24,10,15,48,,,"$11,816,926 ",,,$0 ,"$11,816,926 ",$0 ,"$11,816,926 ",,$100 ,$0,$0 ,$600 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$700 ,,,,,,"$1,200 ",,$0 ,"$1,000 ",$0 ,$0 ,$250 ,$0 ,$0 ,"$1,250 ","$3,150 ","$47,192 ",$0 ,"$50,342 ",6%,"$218,832"
Cookeville,TN,Grace Presbyterian Church,Step Morgan,2022,95,22,117,,,,,,0,,,,,0,,,,,,60,,,,,,"$317,914 ",,,,"$317,914 ",,"$317,914 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$38,464 ",,,,,,"$38,464 ","$38,464 ","$266,455 ",,"$304,919 ",13%,"$3,346"
Kernersville,NC,Grace Presbyterian Church,Randall Kirk Edwards,2024,119,34,153,2,9,,,1,12,,,1,,1,,0,6,5,4,65,25,40,140,P,60,"$357,898 ","$23,770 ",,"$11,050 ","$392,718 ","$16,854 ","$409,572 ",,,,,,,,,,,,$0 ,,,,,,"$3,060 ",,"$7,301 ","$9,785 ","$29,195 ","$7,090 ","$15,911 ",,,"$69,282 ","$72,342 ","$331,965 ",,"$404,307 ",18%,"$3,300"
Palm Coast,FL,Grace Presbyterian Church,Daniel Wayne McManigal,2022,46,,46,,,,,,0,,,,,0,,,,,,23,,,,,,"$119,144 ",,,,"$119,144 ",,"$119,144 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$4,930 ",,,,,,"$4,930 ","$4,930 ",,,"$4,930 ",100%,"$2,590"
Pardeeville,WI,Grace Presbyterian Church,Charles P. Walton,2024,130,,130,,8,,,,8,2,1,5,,8,,1,,7,6,67,40,20,159,,,"$339,451 ","$25,308 ","$17,420 ",,"$382,179 ",,"$382,179 ",,"$2,000 ",,,,"$1,450 ",,,,,,"$3,450 ",,,,,,"$20,000 ",,"$18,000 ",,"$13,500 ","$20,000 ","$40,000 ",,,"$91,500 ","$114,950 ","$275,500 ","$43,250 ","$433,700 ",27%,"$2,940"
Blairsville,GA,Grace Presbyterian Church,Jon Jacobs,2024,235,24,259,,21,9,,,30,5,2,1,,8,,1,5,6,6,150,162,61,224,,,"$867,562 ","$31,877 ",$0 ,"$18,385 ","$917,824 ",,"$917,824 ",,$900 ,$720,"$1,020 ","$1,020 ","$1,800 ","$1,440 ",$420 ,$420 ,,$0 ,"$7,740 ",,,,,,"$4,800 ",,"$22,740 ","$11,201 ","$44,280 ","$1,800 ","$45,265 ",,,"$125,286 ","$137,826 ","$645,790 ",$0 ,"$783,616 ",18%,"$3,906"
Yorba Linda,CA,Grace Presbyterian Church,Ben Muresan,2024,119,33,152,0,1,,1,,2,1,9,,,10,,1,1,4,7,65,75,,113,,,"$491,172 ",,,,"$491,172 ","$376,690 ","$867,862 ",,"$1,000 ",,,,,,,,,,"$1,000 ",,,,,,"$6,000 ",,"$59,840 ",$214 ,"$7,000 ","$95,391 ","$10,000 ",,"$2,500 ","$174,945 ","$181,945 ","$433,589 ",,"$615,534 ",30%,"$4,127"
Fuquay-Varina,NC,Grace Presbyterian Church,Kevin Efflandt,2024,50,,50,,,2,5,,7,,,,,0,,,,2,2,16,15,10,40,,,"$93,926 ",,,,"$93,926 ",,"$93,926 ",,,,,,,,,,,,$0 ,,,,,,$500 ,,,"$5,000 ","$2,400 ",,,,,"$7,400 ","$7,900 ","$76,332 ",,"$84,232 ",9%,"$1,879"
The Woodlands,TX,Grace Presbyterian Church,Bradley Wright,2024,319,94,413,,3,51,,,54,,,,,0,,,5,7,0,128,,,270,,,"$120,100 ",,,,"$120,100 ",,"$120,100 ",,,,,,,,,,,,$0 ,,,,,,,,,,,,,,,$0 ,$0 ,,,$0 ,0%,$376
Davidsonville,MD,Grace Presbyterian Church,Jerry Straight,2024,178,13,191,2,0,3,9,0,14,2,7,2,0,11,,0,0,8,7,91,70,60,156,,,"$768,810 ","$24,260 ","$36,030 ","$13,770 ","$842,870 ","$38,694 ","$881,564 ",,"$3,500 ",$280,$840 ,$980 ,$315 ,$315 ,$140 ,$630 ,,"$11,535 ","$18,535 ",,,,,,"$7,700 ",,"$16,143 ","$49,717 ","$7,800 ",,"$22,600 ",,,"$96,260 ","$122,495 ","$551,652 ",,"$674,147 ",18%,"$4,735"
Lake Suzy,FL,Grace Presbyterian Church,David L. Stewart,2023,74,,74,,,,11,,11,4,,12,,16,,,2,3,,80,23,19,74,,,"$199,158 ",$986 ,"$5,715 ","$7,250 ","$213,109 ",,"$213,109 ",,$420 ,$420,"$1,800 ",,,,,"$2,500 ",,,"$5,140 ","$3,200 ",,,,,"$3,200 ",,"$5,700 ","$3,000 ","$10,775 ","$1,600 ","$3,900 ",,,"$24,975 ","$33,315 ","$172,446 ",,"$205,761 ",16%,"$2,880"
King George,VA,Grace Presbyterian Church,David E. Bentz,2024,90,36,126,2,0,2,0,0,4,0,2,3,0,5,,0,3,3,1,50,50,50,80,,,"$314,759 ","$1,736 ","$39,538 ",$11 ,"$356,044 ","$9,255 ","$365,299 ",,"$1,100 ",$0,"$4,050 ","$9,600 ","$1,000 ","$1,000 ",$0 ,"$9,900 ",,$0 ,"$26,650 ",,,,,,"$4,200 ",,"$22,774 ","$11,530 ","$3,600 ","$1,500 ","$1,842 ",$0 ,$0 ,"$41,246 ","$72,096 ","$211,488 ","$42,223 ","$325,807 ",22%,"$3,956"
Water Mill,NY,Grace Presbyterian Church,Mark Charles Middlekauff,2023,102,24,126,0,2,0,8,0,10,1,0,14,0,15,,2,0,3,0,46,0,70,100,,,"$722,392 ",,"$18,135 ",,"$740,527 ","$25,650 ","$766,177 ",,$200 ,,,,,,,,,$200 ,$400 ,$750 ,,,,,$750 ,,"$4,441 ","$2,050 ","$13,667 ","$20,154 ",,,,"$40,312 ","$41,462 ","$702,399 ",$0 ,"$743,861 ",6%,"$7,260"
Waxhaw,NC,Grace Presbyterian Church,Daniel Paul Vinson,2024,93,20,113,1,1,7,,,9,,2,,,2,,2,4,3,1,,,,90,,,"$240,060 ",,"$6,500 ",,"$246,560 ",$50 ,"$246,610 ",,,,,"$2,503 ",,,,,,,"$2,503 ",,,,,,$600 ,,"$2,500 ","$1,741 ",,,"$12,716 ",,,"$16,957 ","$20,060 ","$201,869 ",,"$221,929 ",9%,"$2,651"
Stillwater,OK,Grace Presbyterian Church,Wilson Van Hooser,2024,107,29,136,1,1,17,,,19,1,,10,,11,,1,1,2,3,,20,15,95,,,"$308,969 ","$1,513 ",,"$4,343 ","$314,825 ",,"$314,825 ",,,,,,,,,"$17,299 ",,$750 ,"$18,049 ","$1,000 ",,,,,"$1,000 ",,,,,,,,,$0 ,"$19,049 ","$276,638 ",,"$295,687 ",6%,"$2,942"
Jasper,TN,Grace Presbyterian Church,Erik McDaniel,2024,60,4,64,0,1,10,0,0,11,1,3,0,0,4,,0,0,3,4,,32,25,64,,,,,,,$0 ,,$0 ,,,,,,,,,,,,$0 ,,,,,,,,,,,,,,,$0 ,$0 ,,,$0 ,0%,$0
Sierra Vista,AZ,Grace Presbyterian Church,Judson Marvel,2024,143,23,166,5,0,7,13,0,25,2,10,0,0,12,,0,2,3,4,67,68,12,127,,,"$300,899 ",,,"$7,145 ","$308,044 ",,"$308,044 ",,"$1,000 ",,"$4,018 ","$11,400 ",,,,"$4,099 ",,,"$20,517 ",,,,,,"$3,250 ",,,$750 ,"$2,500 ",$667 ,,,"$2,520 ","$6,437 ","$30,204 ","$61,032 ",,"$91,236 ",33%,"$2,154"
St. Charles,MO,Grace Presbyterian Church,Michael G. McLaughlin,2023,163,37,200,8,0,1,13,0,22,2,5,17,0,24,,3,2,5,7,78,50,45,183,,,"$522,030 ",$0 ,"$2,000 ","$17,495 ","$541,525 ","$10,247 ","$551,772 ",,"$1,000 ",,,,,,,"$2,000 ",,,"$3,000 ","$2,000 ",,,,,"$2,000 ",,$0 ,"$4,000 ","$15,050 ","$6,200 ",$0 ,$0 ,$0 ,"$25,250 ","$30,250 ","$379,106 ","$151,103 ","$560,459 ",5%,"$3,322"
Duluth,MN,Grace Presbyterian Church,Nathan Lee,2024,32,16,48,5,,,4,,9,,,1,1,2,,,1,1,1,14,25,0,35,,,"$111,811 ","$6,242 ",,,"$118,053 ",,"$118,053 ",,$400 ,,,,,,,"$1,260 ",,,"$1,660 ",,,,,,"$1,200 ",,,,"$3,004 ",,"$1,023 ",,,"$4,027 ","$6,887 ","$106,597 ",,"$113,484 ",6%,"$3,689"
Douglasville,GA,Grace Presbyterian Church,David Gilbert,2024,191,43,234,3,,18,,,21,2,7,12,,21,,,7,8,8,105,91,83,182,,,"$703,511 ","$3,930 ",,"$2,147 ","$709,588 ",,"$709,588 ",,$500 ,,,,,,,"$1,800 ",,,"$2,300 ",,,,,,"$2,500 ",,"$11,100 ",,"$22,400 ",,"$24,000 ",,,"$57,500 ","$62,300 ","$635,534 ",,"$697,834 ",9%,"$3,715"
Norwell,MA,Grace Presbyterian Church - South Shore,Troy Albee,2024,104,41,145,3,4,1,1,0,9,0,1,0,0,1,,2,3,6,1,42,,,118,,,"$262,842 ","$7,616 ",,,"$270,458 ","$3,782 ","$274,240 ",,"$9,632 ",,"$2,700 ","$1,200 ",,,,"$1,600 ",,,"$15,132 ",,,,,,"$4,100 ",,"$1,200 ",$432 ,,,"$1,900 ",,"$1,200 ","$4,732 ","$23,964 ","$298,423 ",,"$322,387 ",7%,"$2,601"
Springfield,MA,Grace Presbyterian Church - Springfield,Stephen LaValley,2024,28,5,33,1,2,,,,3,1,,,,1,,,,1,,17,4,14,40,,,"$89,385 ","$7,744 ",,,"$97,129 ",,"$97,129 ",,,,,,,,,,,,$0 ,$500 ,,,,,$500 ,,"$8,000 ",,,,,,,"$8,000 ","$8,500 ","$102,000 ",,"$110,500 ",8%,"$3,469"
Worcester,MA,Grace Presbyterian Church - Worcester,Jarrett Allebach,2023,59,10,69,3,1,,1,,5,1,,,1,2,,1,,2,1,47,,20,69,,,"$138,423 ",,,"$46,564 ","$184,987 ",,"$184,987 ",,$500 ,$0,$0 ,$500 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,000 ",$500 ,$0 ,"$4,900 ",,,"$5,400 ",,"$5,100 ","$1,800 ",,,$500 ,,,"$7,400 ","$13,800 ","$164,750 ",,"$178,550 ",8%,"$3,135"
Jackson,TN,Grace Presbyterian Church at Jackson,Scott L. Floyd,2024,68,29,97,2,1,6,0,0,9,0,0,2,0,2,,0,3,2,0,27,75,,85,,,,,,,$0 ,,$0 ,,,,,,,,,,,,$0 ,,,,,,,,,,,,,,,$0 ,$0 ,,,$0 ,0%,$0
Starkville,MS,Grace Presbyterian Church at Starkville,Seth Starkey,2024,177,23,200,5,3,14,6,,28,6,7,7,,20,,,6,5,7,116,100,,250,,,"$446,281 ",,,,"$446,281 ",,"$446,281 ",,"$2,000 ",,"$1,000 ","$4,000 ",,,,"$21,000 ",,,"$28,000 ",,,,,,"$1,600 ",,"$3,200 ",,,,"$2,000 ","$1,000 ","$1,000 ","$7,200 ","$36,800 ","$405,010 ",,"$441,810 ",8%,"$2,521"
Dearborn,MI,Grace Presbyterian Church of Dearborn,Jerry Riendeau,2024,25,9,34,0,4,11,11,,26,,,1,,1,,2,4,0,0,19,0,20,45,,,,,,,$0 ,,$0 ,,,,,,,,,,,,$0 ,,,,,,,,,,,,,,,$0 ,$0 ,,,$0 ,0%,$0
Palo Alto,CA,Grace Presbyterian Church of Silicon Valley,"Iron D. Kim, David H. Jones",2016,391,106,497,2,11,11,38,0,62,2,4,0,0,6,,11,25,7,5,0,0,,680,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,0%,$0
Winnetka,IL,Grace Presbyterian Church of the North Shore,Marshall Brown,2024,247,121,368,18,9,0,0,0,27,1,15,0,0,16,,4,1,3,0,112,0,90,263,,,"$1,673,195 ",$385 ,"$979,912 ",,"$2,653,492 ","$23,778 ","$2,677,270 ",,,,,,,,,"$125,000 ",,,"$125,000 ",,,,,,"$5,000 ",,"$25,000 ","$30,000 ","$25,000 ","$12,000 ","$28,000 ",,,"$120,000 ","$250,000 ","$1,632,664 ","$149,909 ","$2,032,573 ",12%,"$10,743"
Hudson,OH,Grace Presbyterian Church of the Western Reserve,Rhett P. Dodson,2024,107,8,115,1,10,2,,,13,1,5,,1,7,,0,1,5,5,59,48,25,92,,,"$443,134 ","$36,129 ",$0 ,$0 ,"$479,263 ",$0 ,"$479,263 ",,"$1,400 ","$1,400",$600 ,"$1,400 ","$1,400 ",$600 ,"$1,400 ","$1,400 ",,$0 ,"$9,600 ",,,,,,"$4,954 ",,"$1,200 ",$0 ,"$39,725 ","$3,750 ","$1,200 ",$0 ,$0 ,"$45,875 ","$60,429 ","$397,890 ",$0 ,"$458,319 ",13%,"$4,479"
Washington,DC,"Grace Presbyterian Church of Washington, DC",Glenn J. Hoburg,2021,521,193,714,6,2,27,6,0,41,1,2,0,0,3,,4,14,10,11,325,13,350,342,,,"$2,623,013 ","$336,201 ",,"$198,542 ","$3,157,756 ","$87,562 ","$3,245,318 ",,"$1,000 ",$0,$0 ,$0 ,$0 ,$0 ,$0 ,"$16,000 ",$0 ,$0 ,"$17,000 ","$15,000 ",$0 ,$0 ,$0 ,$0 ,"$15,000 ",,"$107,793 ","$139,957 ","$24,000 ",$0 ,$0 ,$0 ,$0 ,"$271,750 ","$303,750 ","$2,340,446 ",$0 ,"$2,644,196 ",11%,"$6,061"
Temecula,CA,"Grace Presbyterian Church, Fallbrook",Kenneth Han,2021,24,8,32,,2,,,,2,,2,4,,6,,,,1,3,10,,9,35,,,"$81,913 ",,,,"$81,913 ",,"$81,913 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,,,,,,,$0 ,$0 ,"$81,198 ",,"$81,198 ",0%,"$3,413"
Park Hills,MO,Grace Presbyterian Fellowship,Allan Harmening,2024,23,,23,0,0,,6,,6,,,2,,2,,,1,4,,13,,17,40,,,"$57,142 ",,,"$60,000 ","$117,142 ",,"$117,142 ",,$200 ,,,,,,,,,,$200 ,,,,,,,,"$4,782 ",,,,,,,"$4,782 ","$4,982 ","$146,352 ",,"$151,334 ",3%,"$5,093"
Glen Rock,NJ,Grace Redeemer Church,Peter Wang,2024,404,147,551,14,0,18,30,0,62,0,14,21,1,36,,5,10,5,8,175,,,477,,,"$2,098,908 ","$433,192 ",,,"$2,532,100 ","$25,687 ","$2,557,787 ",,"$15,000 ",,,,,,,"$10,000 ",,,"$25,000 ",,,,,,"$4,500 ",,,"$213,553 ","$57,500 ",$0 ,"$133,469 ",,,"$404,522 ","$434,022 ","$1,980,977 ","$408,203 ","$2,823,202 ",15%,"$6,268"
Hagerstown,MD,Grace Reformed Fellowship,Garry L. Knaebel,2024,71,35,106,4,3,2,1,0,10,0,0,10,0,10,,1,6,3,4,40,44,33,85,,,"$150,850 ","$14,259 ",$550 ,"$10,625 ","$176,284 ",,"$176,284 ",,$648 ,$392,"$1,906 ",$500 ,$560 ,$560 ,,,,,"$4,566 ",,,,,,"$1,350 ",,"$2,373 ","$22,828 ",,,"$6,000 ",,"$1,008 ","$32,209 ","$38,125 ","$132,537 ",,"$170,662 ",22%,"$2,483"
Relay,MD,Grace Reformed Presbyterian Church,Doug Serven,2024,55,8,63,,,,,,0,1,1,,,2,,,1,1,1,25,,,45,,,"$120,000 ",,,,"$120,000 ",,"$120,000 ",,,,,,,,,,,,$0 ,,,,,,,,,"$3,000 ","$10,000 ","$3,000 ","$2,000 ",,,"$18,000 ","$18,000 ",,,"$18,000 ",100%,"$2,182"
Sacramento,CA,Grace Sacramento,"Daniel Yoon, Brad Carpenter",2021,107,30,137,1,14,2,12,,29,1,,,,1,,,13,4,4,107,38,36,135,,,"$412,000 ","$21,000 ","$63,000 ","$5,000 ","$501,000 ",,"$501,000 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$5,411 ",$600 ,,"$3,800 ","$4,000 ",,"$13,811 ","$13,811 ","$345,930 ",,"$359,741 ",4%,"$4,682"
Stone Mountain,GA,Grace Shalom,,2022,37,,37,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
Toronto,ON,Grace Toronto Church,Daniel MacDonald,2022,12,5,17,,,,,,0,,,,,0,,,,,,,,,,,,"$50,530 ",,,,"$50,530 ",,"$50,530 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$3,150 ",,,,,,"$3,150 ","$3,150 ","$34,034 ",,"$37,184 ",8%,"$4,211"
Hamilton,ON,Grace Toronto Japanese Mission,John J.H. Lee,2022,12,5,17,,,,,,0,,,,,0,,,,,,,,,,,,"$50,530 ",,,,"$50,530 ",,"$50,530 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$3,150 ",,,,,,"$3,150 ","$3,150 ","$34,034 ",,"$37,184 ",8%,"$4,211"
Dundas,ON,Grace Valley Church,Paul Martin Vanden Brink,2022,94,65,159,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
Vancouver,BC,Grace Vancouver,Michael N. Hsu,2022,70,,70,,,,,,0,,,,,0,,,,,,52,,,,,,"$327,899 ",,,,"$327,899 ",,"$327,899 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,,"$34,818 ",,,,,,"$34,818 ","$34,818 ",,,"$34,818 ",100%,"$4,684"
Ooltewah,TN,Grace+Peace Church Chattanooga,Benjamin Slaton,2022,124,41,165,4,0,13,17,0,34,0,0,0,0,0,,5,3,3,2,46,75,115,170,,,"$448,000 ",,"$100,000 ","$99,000 ","$647,000 ",,"$647,000 ",,$0 ,$0,$0 ,$0 ,"$1,600 ",$0 ,$0 ,$0 ,$0 ,,"$1,600 ",$0 ,$0 ,"$25,000 ",,,"$25,000 ",,"$3,000 ",,"$9,000 ","$6,000 ",$0 ,$0 ,$0 ,"$18,000 ","$44,600 ","$450,000 ",$0 ,"$494,600 ",9%,"$5,218"
Austin,TX,Grace+Peace Presbyterian Church of Austin,John Sweet,2023,203,60,263,1,,22,,,23,,4,,,4,,,6,9,10,94,40,,194,,,"$854,727 ","$10,973 ","$25,923 ",$787 ,"$892,410 ","$78,250 ","$970,660 ",,,,,,,,,,,,$0 ,,,,,,$0 ,,"$77,117 ","$16,010 ","$26,100 ","$31,060 ",,,,"$150,287 ","$150,287 ","$960,080 ","$19,250 ","$1,129,617 ",13%,"$4,396"
Grand Rapids,MI,Gracehill Church,Ben Seneker,2024,81,28,109,0,0,4,6,0,10,0,0,0,0,0,,0,2,2,2,41,25,40,115,,,"$250,806 ",$0 ,$0 ,$0 ,"$250,806 ","$8,868 ","$259,674 ",,$525 ,$0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$525 ,,,,,,$0 ,,$844 ,$183 ,"$1,700 ","$1,211 ",$182 ,$0 ,$0 ,"$4,120 ","$4,645 ","$184,479 ",$0 ,"$189,124 ",2%,"$3,096"
Glenside,PA,Gracepoint Church,Thomas Chang,2015,80,40,120,2,3,8,0,0,13,0,8,0,0,8,,3,7,2,3,40,0,,260,,,"$252,658 ",$0 ,$0 ,$0 ,"$252,658 ",$0 ,"$252,658 ",,$100 ,$0,$100 ,$100 ,$0 ,$0 ,$0 ,$0 ,$100 ,$100 ,$500 ,$800 ,$0 ,"$10,000 ","$6,000 ",$0 ,"$16,800 ",,$600 ,"$1,000 ",$0 ,$0 ,"$6,000 ",$0 ,$0 ,"$7,600 ","$24,900 ","$210,000 ","$27,240 ","$262,140 ",9%,"$3,158"
North Wales,PA,Gracepoint North Church,Daevid Yoon,2022,46,54,100,2,,2,,,4,,,,,0,,,2,2,0,,,,,,,"$245,721 ",,,,"$245,721 ",,"$245,721 ",,,,,,,,,,,,$0 ,$884 ,,,,,$884 ,,,"$10,639 ",,,"$11,350 ",,,"$21,989 ","$22,873 ","$193,969 ","$29,582 ","$246,424 ",9%,"$5,342"
Cumming,GA,GracePointe Church of Forsyth,James Peter Nichols,2024,53,4,57,0,0,0,0,0,0,0,5,0,0,5,,0,0,2,2,20,12,16,45,,,"$19,541,314 ",$0 ,$0 ,"$1,852,132 ","$21,393,446 ",,"$21,393,446 ",,$0 ,$0,"$1,500 ","$2,400 ",$0 ,$0 ,$0 ,$0 ,,$0 ,"$3,900 ",,,,,,$0 ,,$636 ,$0 ,$0 ,$0 ,"$2,400 ",$0 ,$0 ,"$3,036 ","$6,936 ","$28,716,545 ",$0 ,"$28,723,481 ",0%,"$403,650"
Coral Gables,FL,Granada Presbyterian Church,Daniel Worth Carson,2022,576,,576,22,8,17,39,0,86,6,0,0,0,6,,13,3,14,21,381,160,250,415,PK,188,"$1,288,828 ","$79,259 ",,,"$1,368,087 ","$200,065 ","$1,568,152 ",,"$1,000 ",,,,,,,,"$1,000 ",,"$2,000 ",,,"$36,364 ","$47,533 ",,"$83,897 ",,,"$154,003 ",,,"$24,220 ",,,"$178,223 ","$264,120 ","$1,805,949 ",,"$2,070,069 ",13%,"$2,375"
Coulterville,IL,Grandcote Reformed Presbyterian Church,,2024,56,,56,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,3,46,6,5,23,,,"$198,702 ","$1,521 ","$28,682 ",$175 ,"$229,080 ",$187 ,"$229,267 ",,$500 ,$500,"$1,700 ","$5,500 ",$600 ,$700 ,$0 ,"$2,000 ",,"$1,500 ","$13,000 ",,,,,,"$2,500 ",,$500 ,"$1,945 ",,,"$2,250 ",,,"$4,695 ","$20,195 ","$92,994 ",$0 ,"$113,189 ",18%,"$4,091"
Mulberry,FL,Greater Hope Presbyterian Church,Stan Keith McMahan Jr.,2024,103,49,152,2,3,2,6,0,13,0,0,0,1,1,,0,2,4,3,56,65,70,150,,,"$351,906 ",,"$5,992 ",,"$357,898 ",,"$357,898 ",,$728 ,$637,"$2,336 ","$2,730 ",$910 ,$910 ,$364 ,"$1,638 ",,$0 ,"$10,253 ",,,,,,"$2,000 ",,,"$14,557 ","$2,000 ",,"$4,800 ",,,"$21,357 ","$33,610 ","$362,693 ",,"$396,303 ",8%,"$3,475"
Agawam,MA,Greater Springfield Korean Church,Taehun Kim,2022,50,,50,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
Carmichaels,PA,Greene Valley Presbyterian Church,Andrew Freed,2024,309,,309,,2,3,4,,9,4,1,,,5,,1,5,4,10,,,,90,,,,,,,,,,,,,$448 ,"$22,826 ",,,,"$4,331 ",,,"$27,605 ","$4,222 ",,,,,"$4,222 ",,"$4,748 ","$1,200 ",,,,,,"$5,948 ","$37,775 ","$225,079 ",,"$262,854 ",14%,
Greenwood,SC,Greenwood Presbyterian Church,Paul Garibay Patrick,2019,190,53,243,1,1,1,9,0,12,1,0,0,0,1,,1,4,6,8,80,70,50,156,,,"$500,446 ","$25,407 ","$19,505 ","$531,030 ","$1,076,388 ",,"$1,076,388 ",,$441 ,$441,"$1,638 ","$1,512 ",$567 ,$630 ,$189 ,$441 ,,,"$5,859 ","$1,575 ",,,"$85,308 ","$4,240 ","$91,123 ",,"$2,354 ","$13,243 ",,,"$17,092 ","$2,320 ",,"$35,009 ","$131,991 ","$267,443 ","$657,285 ","$1,056,719 ",12%,"$5,665"
Gulf Shores,AL,Gulf Coast Presbyterian Church,William Earl Bennett,2022,11,,11,,10,1,,,11,,,,,0,,,,,,,,,11,,,,,,,$0 ,,$0 ,,,,,,,,,,,,$0 ,,,,,,$0 ,,,,,,,,,$0 ,$0 ,,,$0 ,0%,$0
Pleasant Hill,CA,Hamonah Presbyterian Church,Sung Chol Lim,2022,20,,20,,,,,,0,,,,,0,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
